MUNICIPIO;IDYEAR;IDMUNICIPIO;IDFILA;INT;PARTINT;PORC_VALVOT;BANC_GAN;PORC_BANGAN;BANCAS;BANCASMT;PORC_BANCASMT;CONTROL_SUC;INTERRUP
AGUARAY;1987;1;11987;TEJERINA DE SALVATIERRA, GLORIA DELMA;PJ;;3;0,5;6;;;1;0
AGUARAY;1991;1;11991;GIL, JOSE OSCAR;PJ;0,5538;4;0,667;6;5;0,833;2;0
AGUARAY;1995;1;11995;GIL, JOSE OSCAR;PJ;0,6672;5;0,714;7;4;0,571;1;0
AGUARAY;1999;1;11999;MONTEROS, NORMAN DOMINGO;PJ;0,6141;4;0,571;7;4;0,571;0;0
AGUARAY;2003;1;12003;ALCOBA, JUAN CARLOS;AMDC;0,4621;4;0,571;7;4;0,571;2;0
AGUARAY;2007;1;12007;ALCOBA, JUAN CARLOS;AMDC;0,5048;3;0,429;7;4;0,571;2;0
AGUARAY;2011;1;12011;ALCOBA, JUAN CARLOS;AMDC;0,5019;4;0,571;7;4;0,571;0;0
AGUARAY;2015;1;12015;DAROUICHE, ALFREDO NADIM;FRO;0,4518;2;0,286;7;1;0,143;0;0
AGUARAY;2019;1;12019;PRADO, JORGE ENRIQUE;PV;0,4489;3;0,429;7;;;;0
ANGASTACO;1987;2;21987;RIVADENEIRA, WASHINGTON SEGUNDO;PJ;;2;0,5;4;;;2;0
ANGASTACO;1991;2;21991;RIVADENEIRA, WASHINGTON SEGUNDO;PJ;0,672;3;0,75;4;2;0,5;0;0
ANGASTACO;1995;2;21995;DIAZ, EDUARDO RAMON;PRS;0,6208;3;0,75;4;1;0,25;2;0
ANGASTACO;1999;2;21999;DIAZ, EDUARDO RAMON;PJ;0,9068;3;1;3;3;1;2;0
ANGASTACO;2003;2;22003;CHAUQUI, JUAN HORACIO;PJ;0,3957;1;0,333;3;3;1;1;0
ANGASTACO;2007;2;22007;DIAZ, EDUARDO RAMON;MRP;0,4177;2;0,667;3;3;1;2;0
ANGASTACO;2011;2;22011;DIAZ, EDUARDO RAMON;PJ;0,5761;2;0,667;3;1;0,333;2;0
ANGASTACO;2015;2;22015;DIAZ, EDUARDO RAMON;PJ;0,4919;2;0,667;3;2;0,667;1;0
ANGASTACO;2019;2;22019;RIOS, CARLOS ERNESTO;PJ;0,7142;3;1;3;;;;0
ANIMANA;1987;3;31987;VILLOLDO, CARLOS JOAQUIN;PJ;;2;0,667;3;;;1;0
ANIMANA;1991;3;31991;DOLINSKI, BASILIO;PJ;0,4833;2;0,667;3;1;0,333;1;0
ANIMANA;1995;3;31995;CARDOZO, ROSA EMILIO;PJ;0,4953;2;0,667;3;2;0,667;1;0
ANIMANA;1999;3;31999;CONDORI, IGNACIO VICENTE;PJ;0,6919;2;0,667;3;3;1;2;0
ANIMANA;2003;3;32003;CONDORI, IGNACIO VICENTE;PJ;0,4908;2;0,667;3;2;0,667;2;0
ANIMANA;2007;3;32007;CONDORI, IGNACIO VICENTE;PJ;0,5252;2;0,667;3;2;0,667;2;0
ANIMANA;2011;3;32011;CONDORI, IGNACIO VICENTE;PJ;0,5621;2;0,667;3;2;0,667;0;0
ANIMANA;2015;3;32015;GUAIMAS, JOSE ROLANDO;FRO;0,4823;1;0,333;3;2;0,667;2;0
ANIMANA;2019;3;32019;GUAIMAS, JOSE ROLANDO;PJ;0,7095;2;0,667;3;;;;0
APOLINARIO SARAVIA;1987;4;41987;REVIRIEGO TALLO, VICTOR MIGUEL;PJ;;3;0,5;6;3;0,5;0;0
APOLINARIO SARAVIA;1991;4;41991;CABRERA, SAMUEL EDUARDO;PRS;0,5321;3;0,5;6;3;0,5;2;0
APOLINARIO SARAVIA;1995;4;41995;CABRERA, SAMUEL EDUARDO;PRS;0,5422;3;0,5;6;3;0,5;0;0
APOLINARIO SARAVIA;1999;4;41999;GOMEZ, ERNESTO ANGEL;PJ;0,5923;3;0,6;5;3;0,6;0;0
APOLINARIO SARAVIA;2003;4;42003;CABRERA, SAMUEL EDUARDO;AVA;0,5279;3;0,6;5;2;0,4;2;0
APOLINARIO SARAVIA;2007;4;42007;CABRERA, SAMUEL EDUARDO;AVA;0,3094;3;0,6;5;1;0,2;2;0
APOLINARIO SARAVIA;2011;4;42011;CABRERA, SAMUEL EDUARDO;AVA;0,4812;4;0,8;5;1;0,2;0;0
APOLINARIO SARAVIA;2015;4;42015;MOISES, MARCELO DANIEL;PJ;0,6795;3;0,6;5;4;0,8;2;0
APOLINARIO SARAVIA;2019;4;42019;MOISES, MARCELO DANIEL;PJ;0,6205;4;0,8;5;;;;0
CACHI;1987;5;51987;MAGNO, LUIS ALBERTO;PJ;;3;0,75;4;;;1;0
CACHI;1991;5;51991;FLORES, MARIA FANNY;PJ;0,4307;2;0,5;4;3;0,75;2;0
CACHI;1995;5;51995;FLORES, MARIA FANNY;PJ;0,6956;3;0,75;4;3;0,75;2;0
CACHI;1999;5;51999;FLORES, MARIA FANNY;PJ;0,9012;3;1;3;3;1;2;0
CACHI;2003;5;52003;FLORES, MARIA FANNY;PJ;0,5778;3;0,6;5;3;0,6;2;0
CACHI;2007;5;52007;FLORES, MARIA FANNY;PJ;0,4892;4;0,8;5;2;0,4;2;0
CACHI;2011;5;52011;FLORES, MARIA FANNY;PJ;0,5761;2;0,4;5;2;0,4;2;0
CACHI;2015;5;52015;LIENDRO, AMERICO;UCR;0,5304;2;0,4;5;3;0,6;2;0
CACHI;2019;5;52019;LIENDRO, AMERICO;UCR;0,4758;3;0,6;5;;;;0
CAFAYATE;1987;6;61987;DOMINGO, OSVALDO;PJ;;4;0,667;6;;;1;0
CAFAYATE;1991;6;61991;STRISICH, JESUS RICARDO;PJ;0,6791;5;0,833;6;3;0,5;2;0
CAFAYATE;1995;6;61995;STRISICH, JESUS RICARDO;PJ;0,5989;4;0,667;6;5;0,833;1;0
CAFAYATE;1999;6;61999;OCAMPO, JUAN ESTEBAN;PJ;0,6459;3;0,6;5;3;0,6;2;0
CAFAYATE;2003;6;62003;OCAMPO, JUAN ESTEBAN;PJ;0,4576;4;0,571;7;3;0,429;2;0
CAFAYATE;2007;6;62007;OCAMPO, JUAN ESTEBAN;PJ;0,3514;3;0,429;7;3;0,429;0;0
CAFAYATE;2011;6;62011;ALMELA, NESTOR FERNANDO;PRS;0,415;2;0,286;7;1;0,143;2;0
CAFAYATE;2015;6;62015;ALMELA, NESTOR FERNANDO;PJ;0,4311;4;0,571;7;2;0,286;2;0
CAFAYATE;2019;6;62019;ALMELA, NESTOR FERNANDO;PJ;0,4048;3;0,429;7;;;;0
CAMPO QUIJANO;1987;7;71987;GUAIMAS, JESUS ARMANDO;PJ;;4;0,667;6;;;2;0
CAMPO QUIJANO;1991;7;71991;GUAIMAS, JESUS ARMANDO;PJ;0,504;4;0,667;6;3;0,5;0;0
CAMPO QUIJANO;1995;7;71995;SOSA, CARLOS ALBERTO;PRS;0,5028;3;0,5;6;3;0,5;2;0
CAMPO QUIJANO;1999;7;71999;SOSA, CARLOS ALBERTO;PRS;0,611;3;0,6;5;2;0,4;1;0
CAMPO QUIJANO;2003;7;72003;CORNEJO, MANUEL;PRS;0,549;4;0,571;7;4;0,571;2;0
CAMPO QUIJANO;2007;7;72007;CORNEJO, MANUEL;PRS;0,5018;3;0,429;7;4;0,571;2;0
CAMPO QUIJANO;2011;7;72011;CORNEJO, MANUEL;PRS;0,4238;5;0,714;7;4;0,571;2;0
CAMPO QUIJANO;2015;7;72015;CORNEJO, MANUEL;PRS;0,422;3;0,429;7;4;0,571;1;0
CAMPO QUIJANO;2019;7;72019;FOLLONI, CARLOS HECTOR;SG;0,52;4;0,571;7;;;;0
CAMPO SANTO;1987;8;81987;MERLLAN, VICTOR HUGO;PJ;;3;0,5;6;4;0,667;1;0
CAMPO SANTO;1991;8;81991;ALDERETE, LUIS OSCAR;PJ;0,5378;4;0,667;6;5;0,833;1;0
CAMPO SANTO;1995;8;81995;CUENCA, MARIO ALBERTO;PJ;0,7406;5;0,833;6;5;0,833;2;0
CAMPO SANTO;1999;8;81999;CUENCA, MARIO ALBERTO;PJ;0,9543;5;1;5;4;0,8;1;0
CAMPO SANTO;2003;8;82003;RALLE, GERMAN DARIO;PJ;0,5299;3;0,6;5;3;0,6;0;0
CAMPO SANTO;2007;8;82007;CUENCA, MARIO ALBERTO;MRP;0,4018;3;0,6;5;3;0,6;2;0
CAMPO SANTO;2011;8;82011;CUENCA, MARIO ALBERTO;PV;0,5605;3;0,6;5;3;0,6;2;0
CAMPO SANTO;2015;8;82015;CUENCA, MARIO ALBERTO;PV;0,527;3;0,6;5;2;0,4;1;0
CAMPO SANTO;2019;8;82019;PASTRANA, JOSEFINA HORTENCIA;PV;0,3559;3;0,6;5;;;;0
CERRILLOS;1987;9;91987;BERRUEZO, MANUEL ALBERTO;PJ;;4;0,667;6;;;1;0
CERRILLOS;1991;9;91991;CORIMAYO, HUMBERTO RUBEN;PJ;0,447;3;0,5;6;3;0,5;2;0
CERRILLOS;1995;9;91995;CORIMAYO, HUMBERTO RUBEN;PJ;0,4399;3;0,429;7;5;0,714;1;0
CERRILLOS;1999;9;91999;GUZMAN, CLELIA DEL VALLE;PJ;0,7001;5;0,714;7;5;0,714;1;0
CERRILLOS;2003;9;92003;CORIMAYO, HUMBERTO RUBEN;PJ;0,4064;4;0,571;7;4;0,571;2;0
CERRILLOS;2007;9;92007;CORIMAYO, HUMBERTO RUBEN;PJ;0,1912;2;0,286;7;3;0,429;2;0
CERRILLOS;2011;9;92011;CORIMAYO, HUMBERTO RUBEN;PJ;0,391;2;0,286;7;3;0,429;0;0
CERRILLOS;2015;9;92015;VEGA, YOLANDA GRACIELA;FRO;0,4699;5;0,714;7;4;0,571;2;0
CERRILLOS;2019;9;92019;VEGA, YOLANDA GRACIELA;SG;0,54;4;0,571;7;;;;0
CHICOANA;1987;10;101987;RAMOS, HECTOR JULIO;PJ;;4;0,667;6;;;1;0
CHICOANA;1991;10;101991;CORDOBA, FELIZ OMAR;PJ;0,5;3;0,5;6;4;0,667;0;0
CHICOANA;1995;10;101995;DEMAYO, HEVER LINDOR;PRS;0,5285;3;0,5;6;2;0,333;0;0
CHICOANA;1999;10;101999;ROMANO, RAUL ANTONIO;PJ;0,6324;3;0,6;5;4;0,8;2;0
CHICOANA;2003;10;102003;ROMANO, RAUL ANTONIO;PJ;0,5567;3;0,6;5;2;0,4;2;0
CHICOANA;2007;10;102007;ROMANO, RAUL ANTONIO;PJ;0,4992;3;0,6;5;2;0,4;0;0
CHICOANA;2011;10;102011;IVETICH, ESTEBAN SERGIO;PRS;0,4327;3;0,6;5;2;0,4;2;0
CHICOANA;2015;10;102015;IVETICH, ESTEBAN SERGIO;PRS;0,4879;3;0,6;5;2;0,4;2;0
CHICOANA;2019;10;102019;IVETICH, ESTEBAN SERGIO;PV;0,4526;3;0,6;5;;;;0
COLONIA SANTA ROSA;1987;11;111987;YANAKIS, JUAN EDUARDO;PJ;;4;0,667;6;4;0,667;2;0
COLONIA SANTA ROSA;1991;11;111991;YANAKIS, JUAN EDUARDO;PJ;0,5404;3;0,5;6;4;0,667;2;0
COLONIA SANTA ROSA;1995;11;111995;YANAKIS, JUAN EDUARDO;PJ;0,6591;5;0,714;7;5;0,714;1;0
COLONIA SANTA ROSA;1999;11;111999;QUIROGA, DARDO ANTONIO;PJ;0,7149;5;0,714;7;6;0,857;2;0
COLONIA SANTA ROSA;2003;11;112003;QUIROGA, DARDO ANTONIO;PJ;0,6546;5;0,714;7;3;0,429;2;0
COLONIA SANTA ROSA;2007;11;112007;QUIROGA, DARDO ANTONIO;PJ;0,2912;3;0,429;7;4;0,571;2;0
COLONIA SANTA ROSA;2011;11;112011;QUIROGA, DARDO ANTONIO;PJ;0,3284;2;0,286;7;4;0,571;0;0
COLONIA SANTA ROSA;2015;11;112015;GUERRA, JORGE MARIO;FS;0,4637;4;0,571;7;4;0,571;2;0
COLONIA SANTA ROSA;2019;11;112019;GUERRA, JORGE MARIO;PJ;0,3426;3;0,429;7;;;;0
CORONEL MOLDES;1987;12;121987;PORTAL, JULIO ARMANDO;PJ;;2;0,5;4;;;1;0
CORONEL MOLDES;1991;12;121991;CESAR, JORGE RUBEN;PJ;0,5428;3;0,75;4;2;0,5;1;0
CORONEL MOLDES;1995;12;121995;LOPEZ, FLAVIO ALFREDO;PJ;0,5311;3;0,75;4;2;0,5;2;0
CORONEL MOLDES;1999;12;121999;LOPEZ, FLAVIO ALFREDO;PJ;0,8178;3;1;3;3;1;1;0
CORONEL MOLDES;2003;12;122003;LEWIS, CARLOS JORGE;PJ;0,5716;2;0,667;3;2;0,667;1;0
CORONEL MOLDES;2007;12;122007;GARCIA, OSVALDO DARIO;PJ;0,4996;3;1;3;2;0,667;2;0
CORONEL MOLDES;2011;12;122011;GARCIA, OSVALDO DARIO;PJ;0,5523;1;0,333;3;1;0,333;2;0
CORONEL MOLDES;2015;12;122015;GARCIA, OSVALDO DARIO;PJ;0,3427;2;0,667;3;;0;0;1
CORONEL MOLDES;2017;12;122017;CARRERAS, RITA SUSANA;CPS;0,4852;2;0,667;3;2;0,667;0;0
CORONEL MOLDES;2019;12;122019;CARRASCO, OMAR CESAR;FP;0,3392;2;0,667;3;;;;0
EL BORDO;1987;13;131987;SOSA, JUAN HUGO;PJ;;2;0,5;4;3;0,75;1;0
EL BORDO;1991;13;131991;SALVA, RAUL ERNESTO;PJ;0,6376;3;0,75;6;4;0,667;2;0
EL BORDO;1995;13;131995;SALVA, RAUL ERNESTO;PJ;0,4794;3;0,5;6;5;0,833;1;0
EL BORDO;1999;13;131999;SALCEDO, NESTOR WALTER;PJ;0,9615;5;1;5;3;0,6;0;0
EL BORDO;2003;13;132003;MAZZONE, JUAN ROSARIO;UPS;0,5233;2;0,4;5;1;0,2;0;0
EL BORDO;2007;13;132007;VALDIVIEZO, FAUSTO EDUARDO;PRS;0,2922;2;0,4;5;2;0,4;0;0
EL BORDO;2011;13;132011;MAZZONE, JUAN ROSARIO;EL PROGRESO DE EL BORDO + FRENTE GRANDE;0,3317;2;0,4;5;2;0,4;2;1
EL BORDO;2015;13;132015;MARTINES, RAUL ERNESTO;PV;0,3888;3;0,6;5;3;0,6;0;0
EL BORDO;2019;13;132019;COPA, SERGIO;PJ;0,3468;3;0,6;5;;;;0
EL CARRIL;1987;14;141987;CORNEJO PATRON, TEODORO FRANCISCO J;PJ;;3;0,5;6;;;2;0
EL CARRIL;1991;14;141991;CORNEJO PATRON, TEODORO FRANCISCO J;PJ;0,6649;4;0,667;6;3;0,5;1;0
EL CARRIL;1995;14;141995;ALVAREZ, CARLOS DANTE;PJ;0,4925;3;0,5;6;3;0,5;0;0
EL CARRIL;1999;14;141999;D ANDREA CORNEJO, ESTEBAN;PRS;0,5128;2;0,4;5;2;0,4;2;0
EL CARRIL;2003;14;142003;D ANDREA CORNEJO, ESTEBAN;PRS;0,6537;4;0,8;5;3;0,6;2;0
EL CARRIL;2007;14;142007;D ANDREA CORNEJO, ESTEBAN;PRS;0,562;3;0,6;5;3;0,6;2;0
EL CARRIL;2011;14;142011;D ANDREA CORNEJO, ESTEBAN;PRS;0,5259;3;0,6;5;3;0,6;2;0
EL CARRIL;2015;14;142015;D ANDREA CORNEJO, ESTEBAN;PRS;0,549;4;0,571;7;4;0,571;0;0
EL CARRIL;2019;14;142019;OROSCO BERNARDETTE, EFRAIN EDUARDO;PV;0,481;4;0,571;7;;;;0
EL GALPON;1987;15;151987;THOMAS, HECTOR JOAQUIN;PJ;;3;0,5;6;3;0,5;1;0
EL GALPON;1991;15;151991;REHAY HATTI, HELNA ELIZABETH;PJ;0,6491;4;0,667;6;3;0,5;2;0
EL GALPON;1995;15;151995;REHAY HATTI, HELNA ELIZABETH;PJ;0,459;3;0,5;6;4;0,667;2;0
EL GALPON;1999;15;151999;REHAY HATTI, HELNA ELIZABETH;PJ;0,5133;3;0,6;5;4;0,8;2;0
EL GALPON;2003;15;152003;REHAY HATTI, HELNA ELIZABETH;PJ;0,5368;3;0,6;5;3;0,6;0;0
EL GALPON;2007;15;152007;ROMERO, HECTOR ERNESTO;PRS;0,4924;2;0,4;5;3;0,6;2;0
EL GALPON;2011;15;152011;ROMERO, HECTOR ERNESTO;PRS;0,5335;2;0,4;5;3;0,6;2;0
EL GALPON;2015;15;152015;SACCA, FEDERICO JORGE;PJ;0,4955;3;0,6;5;3;0,6;2;0
EL GALPON;2019;15;152019;SACCA, FEDERICO JORGE;PV;0,636;3;0,6;5;;;;0
EL JARDIN;1987;16;161987;MATTOS, HECTOR GABRIEL;PJ;;2;0,667;3;;;1;0
EL JARDIN;1991;16;161991;LOPEZ, CARLOS FABIAN;PJ;0,4513;1;0,333;3;2;0,667;2;0
EL JARDIN;1995;16;161995;LOPEZ, CARLOS FABIAN;PJ;0,5052;2;0,667;3;1;0,333;1;0
EL JARDIN;1999;16;161999;MATTOS, JOSE FERNANDO;PJ;0,5041;2;0,667;3;2;0,667;0;0
EL JARDIN;2003;16;162003;SANZ, REIMUNDO ALBERTO;PRS;0,5987;2;0,667;3;2;0,667;2;0
EL JARDIN;2007;16;162007;SANZ, REIMUNDO ALBERTO;PRS;0,5004;2;0,667;3;2;0,667;2;0
EL JARDIN;2011;16;162011;SANZ, REIMUNDO ALBERTO;PRS;0,482;2;0,667;3;2;0,667;0;0
EL JARDIN;2015;16;162015;LOPEZ, CARLOS FABIAN;FRO;0,5288;2;0,667;3;1;0,333;2;0
EL JARDIN;2019;16;162019;LOPEZ, CARLOS FABIAN;SG;0,5294;2;0,667;3;;;;0
EL POTRERO;1987;17;171987;CABRERA, JUAN CARLOS;PJ;;2;0,5;4;;;2;0
EL POTRERO;1991;17;171991;CABRERA, JUAN CARLOS;PJ;0,4068;2;0,5;4;2;0,5;1;0
EL POTRERO;1995;17;171995;MUR REINAGA, CARLOS AUGUSTO;PJ;0,5777;2;0,5;4;3;0,75;2;0
EL POTRERO;1999;17;171999;MUR REINAGA, CARLOS AUGUSTO;PJ;0,6186;2;0,667;3;2;0,667;2;0
EL POTRERO;2003;17;172003;MUR REINAGA, CARLOS AUGUSTO;PJ;0,6134;2;0,667;3;3;1;2;0
EL POTRERO;2007;17;172007;MUR REINAGA, CARLOS AUGUSTO;PJ;0,5769;2;0,667;3;2;0,667;2;0
EL POTRERO;2011;17;172011;MUR REINAGA, CARLOS AUGUSTO;PJ;0,5367;2;0,667;3;2;0,667;2;0
EL POTRERO;2015;17;172015;MUR REINAGA, CARLOS AUGUSTO;PJ;0,5794;2;0,667;3;2;0,667;2;0
EL POTRERO;2019;17;172019;MUR REINAGA, CARLOS AUGUSTO;PJ;0,5068;2;0,667;3;;;;0
EL QUEBRACHAL;1987;18;181987;SANDEZ, PEDRO;PJ;;3;0,5;6;5;0,833;0;0
EL QUEBRACHAL;1991;18;181991;BULACIO, EUSEBIO;UCR;0,4842;3;0,5;6;3;0,5;2;0
EL QUEBRACHAL;1995;18;181995;BULACIO, EUSEBIO;UCR;0,4795;3;0,5;6;3;0,5;0;0
EL QUEBRACHAL;1999;18;181999;GARCIA, LEONARDO FABIAN;PJ;0,6171;3;0,6;5;4;0,8;2;0
EL QUEBRACHAL;2003;18;182003;GARCIA, LEONARDO FABIAN;PJ;0,5266;4;0,571;7;4;0,571;2;0
EL QUEBRACHAL;2007;18;182007;GARCIA, LEONARDO FABIAN;PJ;0,4994;4;0,571;7;4;0,571;2;0
EL QUEBRACHAL;2011;18;182011;GARCIA, LEONARDO FABIAN;PJ;0,5063;4;0,571;7;4;0,571;2;0
EL QUEBRACHAL;2015;18;182015;GARCIA, LEONARDO FABIAN;PJ;0,6101;4;0,571;7;3;0,429;0;0
EL QUEBRACHAL;2019;18;182019;ROJAS, ROLANDO RODOLFO;PAIS;0,5275;4;0,571;7;;;;0
EL TALA;1987;19;191987;GONZALEZ, LAZARO ESTANISLAO;PJ;;2;0,667;3;;;1;0
EL TALA;1991;19;191991;GALVAN, ENRIQUE ANTONIO;PJ;0,4587;2;0,667;3;2;0,667;2;0
EL TALA;1995;19;191995;GALVAN, ENRIQUE ANTONIO;PJ;0,5506;2;0,5;4;3;0,75;1;0
EL TALA;1999;19;191999;SOLIS, FERNANDO;PJ;0,7382;2;0,667;3;2;0,667;1;0
EL TALA;2003;19;192003;GALVAN, ENRIQUE ANTONIO;PJ;0,4374;2;0,667;3;1;0,333;1;0
EL TALA;2007;19;192007;PAZ, MANUEL NORBERTO;PJ;0,4761;2;0,667;3;2;0,667;2;0
EL TALA;2011;19;192011;PAZ, MANUEL NORBERTO;PJ;0,4334;2;0,667;3;2;0,667;0;0
EL TALA;2015;19;192015;MELLADO CASTELLANO, ANDRES JESUS;FRO;0,5216;2;0,667;3;1;0,333;1;0
EL TALA;2019;19;192019;PONCE, DANIEL OMAR;PAIS;0,397;2;0,667;3;;;;0
EMBARCACION;1987;20;201987;CABALLERO, JUAN;PJ;;5;0,714;7;;;2;0
EMBARCACION;1991;20;201991;CABALLERO, JUAN;PJ;0,4696;4;0,571;7;4;0,571;2;0
EMBARCACION;1995;20;201995;CABALLERO, JUAN;PJ;0,4919;4;0,5;8;6;0,75;1;0
EMBARCACION;1999;20;201999;LLAYA, ALFREDO MIGUEL;PJ;0,8529;6;0,857;7;6;0,857;2;0
EMBARCACION;2003;20;202003;LLAYA, ALFREDO MIGUEL;PJ;0,7287;5;0,556;9;6;0,667;2;0
EMBARCACION;2007;20;202007;LLAYA, ALFREDO MIGUEL;PJ;0,4655;4;0,444;9;6;0,667;2;0
EMBARCACION;2011;20;202011;LLAYA, ALFREDO MIGUEL;PJ;0,5521;4;0,444;9;6;0,667;2;0
