MUNICIPIO;IDYEAR;IDMUNICIPIO;IDFILA;INT;PARTINT;PORC_VALVOT;BANC_GAN;PORC_BANGAN;BANCAS;BANCASMT;PORC_BANCASMT;CONTROL_SUC;INTERRUP
PICHANAL;2015;40;402015;JALIT, JULIO ANTONIO;MPU;0,4907;5;0,556;9;3;0,333;0;0
PICHANAL;2019;40;402019;DOMINGUEZ, SEBASTIAN JOSE;SG;0,4254;5;0,556;9;;;;0
PROF. SALVADOR MAZZA;1987;41;411987;TORRES, MARCELO FIDEL;PJ;;4;0,667;6;;;1;0
PROF. SALVADOR MAZZA;1991;41;411991;IBAÑEZ, FRANCISCO;PJ;0,4048;3;0,5;6;3;0,5;2;0
PROF. SALVADOR MAZZA;1995;41;411995;IBAÑEZ, FRANCISCO;PJ;0,6149;5;0,714;7;4;0,571;2;0
PROF. SALVADOR MAZZA;1999;41;411999;IBAÑEZ, FRANCISCO;PJ;0,5193;4;0,571;7;5;0,714;2;0
PROF. SALVADOR MAZZA;2003;41;412003;IBAÑEZ, FRANCISCO;PJ;0,4106;3;0,429;7;3;0,429;0;0
PROF. SALVADOR MAZZA;2007;41;412007;VILLALBA, CARLOS;PRS;0,4225;3;0,429;7;3;0,429;2;0
PROF. SALVADOR MAZZA;2011;41;412011;VILLALBA, CARLOS;PRS;0,3974;2;0,286;7;;;1;1
PROF. SALVADOR MAZZA;2013;41;412013;MENDEZ SALAZAR, RUBEN;PV;0,429;2;0,286;7;3;0,429;2;0
PROF. SALVADOR MAZZA;2015;41;412015;MENDEZ SALAZAR, RUBEN;PV;0,5499;5;0,714;7;5;0,714;2;0
PROF. SALVADOR MAZZA;2019;41;412019;MENDEZ SALAZAR, RUBEN;PV;0,3449;5;0,714;7;;;;0
RIO PIEDRAS;1987;42;421987;MADRAZO, NESTOR ROQUE;PJ;;1;0,333;3;2;0,667;0;0
RIO PIEDRAS;1991;42;421991;CARDOZO, CARLOS ROBUSTIANO;UCR;0,4212;2;0,667;3;2;0,667;2;0
RIO PIEDRAS;1995;42;421995;CARDOZO, CARLOS ROBUSTIANO;UCR;0,3656;1;0,333;3;1;0,333;0;0
RIO PIEDRAS;1999;42;421999;AGUIRRE, MARCOS OSVALDO;PJ;0,517;2;0,667;3;2;0,667;0;0
RIO PIEDRAS;2003;42;422003;CARDOZO, CARLOS ROBUSTIANO;UCR;0,5533;1;0,333;3;2;0,667;0;0
RIO PIEDRAS;2007;42;422007;DANTUR, GUSTAVO BERNARDO;PJ;0,4574;1;0,333;3;2;0,667;2;0
RIO PIEDRAS;2011;42;422011;DANTUR, GUSTAVO BERNARDO;PJ;0,7958;3;1;3;3;1;2;0
RIO PIEDRAS;2015;42;422015;DANTUR, GUSTAVO BERNARDO;PJ;0,8729;2;0,667;3;3;1;2;0
RIO PIEDRAS;2019;42;422019;DANTUR, GUSTAVO BERNARDO;PV;0,8723;2;0,667;3;;;;0
RIVADAVIA BANDA NORTE;1987;43;431987;PORTILLO, HERMEREGILDO;PJ;;3;0,5;6;4;0,667;2;0
RIVADAVIA BANDA NORTE;1991;43;431991;LAPAD, MASHUR;PJ;0,5901;4;0,667;6;3;0,5;2;0
RIVADAVIA BANDA NORTE;1995;43;431995;GERALA, ATTA MIGUEL;PJ;0,5816;4;0,667;6;4;0,667;2;0
RIVADAVIA BANDA NORTE;1999;43;431999;GERALA, ATTA MIGUEL;PJ;0,6962;4;0,8;5;4;0,8;2;0
RIVADAVIA BANDA NORTE;2003;43;432003;GERALA, ATTA MIGUEL;PJ;0,5202;3;0,6;5;3;0,6;2;0
RIVADAVIA BANDA NORTE;2007;43;432007;GERALA, ATTA MIGUEL;PJ;0,5026;2;0,4;5;3;0,6;2;0
RIVADAVIA BANDA NORTE;2011;43;432011;CARABAJAL, MARCELA;PJ;0,5021;2;0,4;5;3;0,6;2;0
RIVADAVIA BANDA NORTE;2015;43;432015;GERALA, ATTA MIGUEL;PJ;0,4976;4;0,571;7;5;0,714;2;0
RIVADAVIA BANDA NORTE;2019;43;432019;GERALA, ATTA MIGUEL;PJ;0,4663;4;0,571;7;;;;0
RIVADAVIA BANDA SUR;1987;44;441987;MARTINEZ, JULIAN RAYMUNDO;PJ;;3;0,5;6;5;0,833;1;0
RIVADAVIA BANDA SUR;1991;44;441991;AGUILAR, MARIANO;PJ;0,5991;4;0,667;6;4;0,667;1;0
RIVADAVIA BANDA SUR;1995;44;441995;JUAREZ, DOMINGO FAUSTINO;PJ;0,5859;4;0,667;6;5;0,833;2;0
RIVADAVIA BANDA SUR;1999;44;441999;JUAREZ, DOMINGO FAUSTINO;PJ;0,7701;4;0,8;5;5;1;1;0
RIVADAVIA BANDA SUR;2003;44;442003;CUENCA, LEOPOLDO;PJ;0,5654;3;0,6;5;3;0,6;2;0
RIVADAVIA BANDA SUR;2007;44;442007;CUENCA, LEOPOLDO;PJ;0,4734;3;0,6;5;3;0,6;2;0
RIVADAVIA BANDA SUR;2011;44;442011;CUENCA, LEOPOLDO;PJ;0,5311;2;0,4;5;2;0,4;2;0
RIVADAVIA BANDA SUR;2015;44;442015;CUENCA, LEOPOLDO;PJ;0,5214;3;0,6;5;3;0,6;2;0
RIVADAVIA BANDA SUR;2019;44;442019;CUENCA, LEOPOLDO;PJ;0,4748;3;0,6;5;;;;0
ROSARIO DE LA FRONTERA;1987;45;451987;CORREA, EDUARDO BELISARIO;PJ;;5;0,625;8;;;1;0
ROSARIO DE LA FRONTERA;1991;45;451991;IRIARTE, JOSE ROBERTO;PJ;0,5315;3;0,375;8;2;0,25;1;0
ROSARIO DE LA FRONTERA;1995;45;451995;GOMEZ, ROMULA DINA;PJ;0,3814;4;0,444;9;6;0,667;1;0
ROSARIO DE LA FRONTERA;1999;45;451999;CARO, JULIO ALBERTO;PJ;0,5771;5;0,556;9;5;0,556;1;0
ROSARIO DE LA FRONTERA;2003;45;452003;MORALES, ANGEL ERNESTO;PJ;0,5021;5;0,556;9;5;0,556;1;0
ROSARIO DE LA FRONTERA;2007;45;452007;GOMEZ, ROMULA DINA;PJ;0,4007;4;0,444;9;5;0,556;2;0
ROSARIO DE LA FRONTERA;2011;45;452011;GOMEZ, ROMULA DINA;PJ;0,3734;4;0,444;9;4;0,444;1;0
ROSARIO DE LA FRONTERA;2015;45;452015;SOLIS MONICO, GUSTAVO;FRO;0,329;5;0,556;9;5;0,556;2;0
ROSARIO DE LA FRONTERA;2019;45;452019;SOLIS MONICO, GUSTAVO;PJ;0,5439;5;0,556;9;;;;0
ROSARIO DE LERMA;1987;46;461987;DOMINGUEZ, LUCIO ANDRES;PJ;;3;0,429;7;;;1;0
ROSARIO DE LERMA;1991;46;461991;GUTIERREZ, JUAN FRANCISCO;PJ;0,4103;3;0,429;7;4;0,571;1;0
ROSARIO DE LERMA;1995;46;461995;RAMOS, SERGIO OMAR;PJ;0,5911;5;0,625;8;7;0,875;2;0
ROSARIO DE LERMA;1999;46;461999;RAMOS, SERGIO OMAR;PJ;0,7675;5;0,714;7;5;0,714;2;0
ROSARIO DE LERMA;2003;46;462003;RAMOS, SERGIO OMAR;PJ;0,4834;5;0,556;9;4;0,444;2;0
ROSARIO DE LERMA;2007;46;462007;RAMOS, SERGIO OMAR;PJ;0,3922;4;0,444;9;4;0,444;2;0
ROSARIO DE LERMA;2011;46;462011;RAMOS, SERGIO OMAR;PJ;0,4673;3;0,333;9;3;0,333;0;0
ROSARIO DE LERMA;2015;46;462015;JARSUN LAMONACA, JORGE IGNACIO;FRO;0,5228;5;0,556;9;5;0,556;0;0
ROSARIO DE LERMA;2019;46;462019;MARTINEZ MEDINA, ENRIQUE NICOLAS;PV;0,5413;5;0,556;9;;;;0
S. ANTONIO DE LOS COBRES;1991;47;471991;SARAPURA, COSME DAMIAN;PJ;0,6272;3;0,75;4;3;0,75;2;0
S. ANTONIO DE LOS COBRES;1995;47;471995;SARAPURA, COSME DAMIAN;PJ;0,5563;2;0,5;4;2;0,5;1;0
S. ANTONIO DE LOS COBRES;1999;47;471999;VIVEROS, GUZMAN;PJ;0,6173;2;0,667;3;3;1;2;0
S. ANTONIO DE LOS COBRES;2003;47;472003;VIVEROS, GUZMAN;PJ;0,5406;2;0,4;5;3;0,6;2;0
S. ANTONIO DE LOS COBRES;2007;47;472007;VIVEROS, GUZMAN;PJ;0,5764;3;0,6;5;3;0,6;1;0
S. ANTONIO DE LOS COBRES;2011;47;472011;SALVA, LEOPOLDO ARSENIO;PJ;0,6261;3;0,6;5;3;0,6;2;0
S. ANTONIO DE LOS COBRES;2015;47;472015;SALVA, LEOPOLDO ARSENIO;PJ;0,52;3;0,6;5;4;0,8;1;0
S. ANTONIO DE LOS COBRES;2019;47;472019;CABRAL, ALBERTO CANDELARIO;PJ;0,4338;3;0,6;5;;;;0
S. RAMON DE LA NUEVA ORAN;1987;48;481987;BARBERA, ELISEO;PJ;;5;0,556;9;5;0,556;0;0
S. RAMON DE LA NUEVA ORAN;1991;48;481991;CAVALLI, JUAN MARCIANO;PRS;0,4354;5;0,556;9;5;0,556;0;0
S. RAMON DE LA NUEVA ORAN;1995;48;481995;BARBERA, ELISEO;PJ;0,4355;6;0,462;13;7;0,538;2;0
S. RAMON DE LA NUEVA ORAN;1999;48;481999;BARBERA, ELISEO;PJ;0,5948;7;0,636;11;9;0,818;2;0
S. RAMON DE LA NUEVA ORAN;2003;48;482003;BARBERA, ELISEO;PJ;0,4679;6;0,545;11;5;0,455;0;0
S. RAMON DE LA NUEVA ORAN;2007;48;482007;LARA GROS, GUILLERMO MARCELO;PRS;0,5092;5;0,455;11;6;0,545;2;0
S. RAMON DE LA NUEVA ORAN;2011;48;482011;LARA GROS, GUILLERMO MARCELO;PRS;0,4913;5;0,455;11;4;0,364;2;0
S. RAMON DE LA NUEVA ORAN;2015;48;482015;LARA GROS, GUILLERMO MARCELO;PJ;0,4803;6;0,545;11;5;0,455;0;0
S. RAMON DE LA NUEVA ORAN;2019;48;482019;GONZALEZ, PABLO DAMIAN;SG;0,517;5;0,455;11;;;;0
SALTA;1987;49;491987;ALDERETE, JAVIER ALBERTO;PJ;;9;0,474;19;7;0,368;0;0
SALTA;1991;49;491991;MONTOYA, VICTOR ABELARDO;PRS;0,5951;13;0,684;19;8;0,421;0;0
SALTA;1995;49;491995;VILLAMAYOR, JUAN CARLOS;PJ;;10;0,476;21;;;1;1
SALTA;1999;49;491999;TANONI, ENRIQUE;PJ;0,5043;10;0,526;19;;;1;1
SALTA;2003;49;492003;ISA, MIGUEL ANGEL;PJ;0,3866;12;0,571;21;8;0,381;2;0
SALTA;2007;49;492007;ISA, MIGUEL ANGEL;PJ;0,4179;14;0,667;21;8;0,381;2;0
SALTA;2011;49;492011;ISA, MIGUEL ANGEL;PJ;0,4897;14;0,667;21;6;0,286;2;0
SALTA;2015;49;492015;SAENZ, MIGUEL;PJ;0,411;13;0,619;21;12;0,571;1;0
SALTA;2019;49;492019;ROMERO, BETTINA INES;PRO;0,526;15;0,714;21;;;;0
SAN CARLOS;1987;50;501987;CARDOZO, NESTOR FIDEL;PJ;;2;0,5;4;;;2;0
SAN CARLOS;1991;50;501991;CARDOZO, NESTOR FIDEL;PJ;0,5648;3;0,75;4;3;0,75;2;0
SAN CARLOS;1995;50;501995;CARDOZO, NESTOR FIDEL;PJ;0,7182;3;0,75;4;3;0,75;2;0
SAN CARLOS;1999;50;501999;CARDOZO, NESTOR FIDEL;PJ;0,5336;2;0,667;3;2;0,667;2;0
SAN CARLOS;2003;50;502003;AQUINO, JOSE ALBERTO;PJ;0,5816;2;0,667;3;2;0,667;0;0
SAN CARLOS;2007;50;502007;VASQUEZ GARECA, ROBERTO ELEUTERIO;PV;0,4273;2;0,667;3;2;0,667;2;0
SAN CARLOS;2011;50;502011;VASQUEZ GARECA, ROBERTO ELEUTERIO;PV;0,567;2;0,667;3;2;0,667;2;0
SAN CARLOS;2015;50;502015;VASQUEZ GARECA, ROBERTO ELEUTERIO;PV;0,5102;2;0,667;3;2;0,667;0;0
SAN CARLOS;2019;50;502019;VARGAS, HECTOR RAUL;PJ;0,3675;1;0,333;3;;;;0
SAN JOSE DE METAN;1987;51;511987;HATTI, JOSE ROBERTO;PJ;;4;0,444;9;3;0,333;0;0
SAN JOSE DE METAN;1991;51;511991;GRAMAGLIA, GUSTAVO ROBERTO;PRS;0,4742;5;0,556;9;4;0,444;2;0
SAN JOSE DE METAN;1995;51;511995;GRAMAGLIA, GUSTAVO ROBERTO;PRS;0,6043;5;0,556;9;5;0,556;2;0
SAN JOSE DE METAN;1999;51;511999;GRAMAGLIA, GUSTAVO ROBERTO;PRS;0,5481;5;0,556;9;2;0,222;2;0
SAN JOSE DE METAN;2003;51;512003;GRAMAGLIA, GUSTAVO ROBERTO;PRS;0,5388;5;0,556;9;5;0,556;2;0
SAN JOSE DE METAN;2007;51;512007;GRAMAGLIA, GUSTAVO ROBERTO;PRS;0,5228;6;0,667;9;5;0,556;1;0
SAN JOSE DE METAN;2011;51;512011;ROMERI, LUIS FERNANDO;PRS;0,5478;4;0,444;9;3;0,333;2;0
SAN JOSE DE METAN;2015;51;512015;ROMERI, LUIS FERNANDO;PRS;0,4745;5;0,556;9;5;0,556;0;0
SAN JOSE DE METAN;2019;51;512019;ISSA MARTIN, LUIS JOSE MARIA;PV;0,5439;4;0,444;9;;;;0
SAN LORENZO;1987;52;521987;CAPISANO, CARLOS JOSE;PJ;;2;0,5;4;;;1;0
SAN LORENZO;1991;52;521991;MAMANI, PRUDENCIO AGUSTIN;PJ;0,586;3;0,75;4;2;0,5;2;0
SAN LORENZO;1995;52;521995;MAMANI, PRUDENCIO AGUSTIN;PJ;0,519;2;0,5;4;2;0,5;2;0
SAN LORENZO;1999;52;521999;MAMANI, PRUDENCIO AGUSTIN;PJ;0,5663;2;0,667;3;2;0,667;0;0
SAN LORENZO;2003;52;522003;GONZA, ERNESTO FERNANDO;PRS;0,438;2;0,4;5;3;0,6;2;0
SAN LORENZO;2007;52;522007;GONZA, ERNESTO FERNANDO;PPS;0,4868;3;0,6;5;3;0,6;0;0
SAN LORENZO;2011;52;522011;PARRA RUIZ DE LOS LLANOS, HECTOR FEDERICO;PJ;0,4197;1;0,143;7;2;0,286;0;0
SAN LORENZO;2015;52;522015;GONZA, ERNESTO FERNANDO;FRO;0,3609;4;0,571;7;3;0,429;0;0
SAN LORENZO;2019;52;522019;SARAVIA ARIAS, JOSE MANUEL;SG;0,4241;5;0,714;7;;;;0
SANTA VICTORIA ESTE;1987;53;531987;ARCE, BERNARDINO RAFAEL;PJ;;3;0,5;6;;;1;0
SANTA VICTORIA ESTE;1991;53;531991;CERRANO, MIRTA ESTELA;PJ;0,4955;4;0,667;6;4;0,667;1;0
SANTA VICTORIA ESTE;1995;53;531995;BRUNO, JUAN CARLOS;PJ;0,6034;4;0,667;6;6;1;2;0
SANTA VICTORIA ESTE;1999;53;531999;BRUNO, JUAN CARLOS;PJ;0,9673;5;1;5;5;1;2;0
SANTA VICTORIA ESTE;2003;53;532003;BRUNO, JUAN CARLOS;UPS;0,4892;3;0,6;5;1;0,2;0;0
SANTA VICTORIA ESTE;2007;53;532007;BALDERRAMA, MOISES JUSTINIANO;PJ;0,3472;3;0,6;5;3;0,6;2;0
SANTA VICTORIA ESTE;2011;53;532011;BALDERRAMA, MOISES JUSTINIANO;PJ;0,5597;3;0,6;5;3;0,6;2;0
SANTA VICTORIA ESTE;2015;53;532015;BALDERRAMA, MOISES JUSTINIANO;PJ;0,4503;4;0,571;7;3;0,429;0;0
SANTA VICTORIA ESTE;2019;53;532019;NERON, ROGELIO;CET;0,4549;3;0,429;7;;;;0
SANTA VICTORIA OESTE;1987;54;541987;ONTIVEROS, ALCIDES LEOPOLDO;PJ;;4;1;4;3;0,75;2;0
SANTA VICTORIA OESTE;1991;54;541991;ONTIVEROS, ALCIDES LEOPOLDO;PJ;0,7049;4;1;4;4;1;2;0
SANTA VICTORIA OESTE;1995;54;541995;ONTIVEROS, ALCIDES LEOPOLDO;PJ;0,7751;5;0,833;6;5;0,833;2;0
SANTA VICTORIA OESTE;1999;54;541999;ONTIVEROS, ALCIDES LEOPOLDO;PJ;0,9068;5;1;5;4;0,8;0;0
SANTA VICTORIA OESTE;2003;54;542003;PELOC, FAUSTINO;UPS;0,5601;3;0,6;5;3;0,6;0;0
SANTA VICTORIA OESTE;2007;54;542007;YANQUE, CASTULO;PJ;0,4785;3;0,6;5;3;0,6;2;0
SANTA VICTORIA OESTE;2011;54;542011;YANQUE, CASTULO;PJ;0,4309;2;0,4;5;3;0,6;1;0
SANTA VICTORIA OESTE;2015;54;542015;FLORES, LINO ANDRES;PJ;0,5329;3;0,6;5;3;0,6;1;0
SANTA VICTORIA OESTE;2019;54;542019;QUISPE, VICTOR SANTOS;PJ;0,5475;3;0,6;5;;;;0
SECLANTAS;1987;55;551987;MAYTA, JUAN FRANCISCO;PJ;;2;0,5;4;;;1;0
SECLANTAS;1991;55;551991;ABAN, GLORIA DEL SOCORRO;PJ;0,5232;3;0,75;4;3;0,75;1;0
SECLANTAS;1995;55;551995;ACUÑA, MARIA ROSA;PJ;0,5733;3;0,75;4;4;1;1;0
SECLANTAS;1999;55;551999;ABAN, WALTER JOAQUIN;PJ;0,969;3;1;3;3;1;2;0
SECLANTAS;2003;55;552003;ABAN, WALTER JOAQUIN;PJ;0,5506;2;0,667;3;2;0,667;2;0
SECLANTAS;2007;55;552007;ABAN, WALTER JOAQUIN;PJ;0,6973;3;1;3;2;0,667;2;0
SECLANTAS;2011;55;552011;ABAN, WALTER JOAQUIN;PJ;0,486;2;0,667;3;2;0,667;2;0
SECLANTAS;2015;55;552015;ABAN, WALTER JOAQUIN;PJ;0,5403;2;0,667;3;2;0,667;2;0
SECLANTAS;2019;55;552019;ABAN, MAURICIO GERARDO;PJ;0,8306;3;1;3;;;;0
TARTAGAL;1987;56;561987;ABRAHAM, ALBERTO;PJ;;5;0,556;9;;;1;0
TARTAGAL;1991;56;561991;TARRES, JOSE MARIA;PJ;;5;0,556;9;;;1;1
TARTAGAL;1995;56;561995;ABRAHAM, ALBERTO;PJ;;5;0,556;9;;;1;1
TARTAGAL;1999;56;561999;ANGEL, MARIO OSCAR;PJ;0,4992;5;0,556;9;;;0;1
TARTAGAL;2003;56;562003;VALENZUELA, DARIO;PRS;0,3372;5;0,455;11;3;0,273;0;0
TARTAGAL;2007;56;562007;LEAVY, SERGIO NAPOLEON;PV;0,2906;7;0,636;11;4;0,364;2;0
TARTAGAL;2011;56;562011;LEAVY, SERGIO NAPOLEON;PV;0,4016;7;0,636;11;4;0,364;2;0
TARTAGAL;2015;56;562015;LEAVY, SERGIO NAPOLEON;PV;0,4554;7;0,636;11;7;0,636;0;0
TARTAGAL;2019;56;562019;MIMMESI, MARIO;UCR;0,435;6;0,545;11;;;;0
TOLAR GRANDE;2007;57;572007;VILLANUEVA, SERGIO ALEJANDRO;PJ;0,8951;3;1;3;3;1;2;0
TOLAR GRANDE;2011;57;572011;VILLANUEVA, SERGIO ALEJANDRO;PJ;0,9508;3;1;3;3;1;2;0
TOLAR GRANDE;2015;57;572015;VILLANUEVA, SERGIO ALEJANDRO;PJ;0,7267;3;1;3;2;0,667;2;0
TOLAR GRANDE;2019;57;572019;VILLANUEVA, SERGIO ALEJANDRO;PJ;1;1;0,333;3;;;;0
URUNDEL;1987;58;581987;DEL PINO, ENRIQUE;PJ;;3;0,75;4;;;1;0
URUNDEL;1991;58;581991;PEDROZA, NESTOR RAMON;PJ;0,8132;4;1;4;3;0,75;2;0
URUNDEL;1995;58;581995;PEDROZA, NESTOR RAMON;PJ;0,6121;3;0,75;4;3;0,75;2;0
URUNDEL;1999;58;581999;PEDROZA, NESTOR RAMON;PJ;0,72;2;0,667;3;3;1;2;0
URUNDEL;2003;58;582003;PEDROZA, NESTOR RAMON;PJ;0,7399;2;0,667;3;3;1;2;0
URUNDEL;2007;58;582007;PEDROZA, NESTOR RAMON;PJ;0,5417;2;0,667;3;3;1;2;0
URUNDEL;2011;58;582011;PEDROZA, NESTOR RAMON;PJ;0,5402;2;0,667;3;1;0,333;2;0
URUNDEL;2015;58;582015;PEDROZA, NESTOR RAMON;MPU;0,4853;1;0,333;3;2;0,667;0;0
URUNDEL;2019;58;582019;CARAITA, VICTOR GERMAN;PV;;2;0,667;3;;;;0
VAQUEROS;1987;59;591987;VICO CAMPILONGO, JORGE ERNESTO;PJ;;2;0,667;3;2;0,667;1;0
VAQUEROS;1991;59;591991;JUNCO, MERCEDES ALBA;PJ;0,5633;2;0,667;3;2;0,667;2;0
VAQUEROS;1995;59;591995;JUNCO, MERCEDES ALBA;PJ;0,5806;3;0,75;4;3;0,75;1;0
VAQUEROS;1999;59;591999;ALEMAN, MIGUEL ANGEL;PJ;0,7273;2;0,667;3;3;1;2;0
VAQUEROS;2003;59;592003;ALEMAN, MIGUEL ANGEL;PJ;0,521;2;0,667;3;3;1;2;0
VAQUEROS;2007;59;592007;ALEMAN, MIGUEL ANGEL;PJ;0,3802;2;0,667;3;2;0,667;0;0
VAQUEROS;2011;59;592011;MORENO OVALLE, DANIEL ROBERTO;SST;0,5175;1;0,333;3;1;0,333;2;0
VAQUEROS;2015;59;592015;MORENO OVALLE, DANIEL ROBERTO;PV;0,489;1;0,333;3;1;0,333;2;0
VAQUEROS;2019;59;592019;MORENO OVALLE, DANIEL ROBERTO;MMS;0,5905;3;0,6;5;;;;0
AGUAS BLANCAS;2015;60;602015;OLIVA, SERGIO GERARDO;FRO;0,56;3;1;3;2;0,667;2;0
AGUAS BLANCAS;2019;60;602019;OLIVA, SERGIO GERARDO;PJ;0,5209;2;0,667;3;;;;0